"","HANDLE","vacantBinary","cityStatus"
"104",10067000102,TRUE,FALSE
"105",10068000030,TRUE,FALSE
"106",10068000035,TRUE,FALSE
"107",10070000018,TRUE,FALSE
"108",10070000020,TRUE,FALSE
"109",10070000046,TRUE,FALSE
"110",10071030045,TRUE,FALSE
"111",10071030065,TRUE,FALSE
"112",10071030090,TRUE,FALSE
"113",10071030500,TRUE,FALSE
"114",10071040045,TRUE,FALSE
"115",10071040048,TRUE,FALSE
"116",10073030045,TRUE,FALSE
"117",10073030065,TRUE,FALSE
"118",10073030070,TRUE,FALSE
"119",10073030075,TRUE,FALSE
"120",10073030085,TRUE,FALSE
"121",10073040010,TRUE,FALSE
"122",10074000010,TRUE,FALSE
"123",10074000020,TRUE,FALSE
"124",10074000025,TRUE,FALSE
"125",10074000030,TRUE,FALSE
"126",10074000040,TRUE,FALSE
"127",10074000060,TRUE,FALSE
"128",10074000070,TRUE,FALSE
"129",10074000080,TRUE,FALSE
"130",10075000015,TRUE,FALSE
"131",10075000025,TRUE,FALSE
"132",10075000050,TRUE,FALSE
"133",10076000010,TRUE,FALSE
"134",10076000030,TRUE,FALSE
"135",10076000110,TRUE,FALSE
"136",10077000070,TRUE,FALSE
"137",10077000100,TRUE,FALSE
"138",10077000110,TRUE,FALSE
"139",10077000120,TRUE,FALSE
"140",10084000020,TRUE,FALSE
"141",10086000020,TRUE,FALSE
"142",10093000010,TRUE,FALSE
"143",10099000065,TRUE,FALSE
"144",10109000020,TRUE,FALSE
"145",10109000025,TRUE,FALSE
"146",10109000030,TRUE,FALSE
"147",10118000015,TRUE,TRUE
"148",10118000016,TRUE,TRUE
"149",10123000030,TRUE,FALSE
"150",10124000010,TRUE,TRUE
"151",10124000020,TRUE,TRUE
"152",10124000030,TRUE,TRUE
"153",10124000040,TRUE,TRUE
"154",10124000050,TRUE,TRUE
"155",10124000060,TRUE,TRUE
"156",10124000070,TRUE,TRUE
"157",10124000080,TRUE,TRUE
"158",10124000090,TRUE,TRUE
"159",10124000100,TRUE,TRUE
"160",10124000110,TRUE,TRUE
"161",10124000120,TRUE,TRUE
"162",10124000130,TRUE,TRUE
"163",10124000140,TRUE,TRUE
"164",10124000150,TRUE,TRUE
"165",10129000010,TRUE,FALSE
"166",10129000020,TRUE,FALSE
"167",10129000030,TRUE,FALSE
"168",10129000150,TRUE,FALSE
"169",10129000160,TRUE,FALSE
"170",10137040010,TRUE,FALSE
"171",10137040020,TRUE,FALSE
"172",10137040100,TRUE,FALSE
"173",10137040110,TRUE,FALSE
"174",10141000011,TRUE,FALSE
"175",10141000013,TRUE,TRUE
"176",10142000010,TRUE,FALSE
"177",10143000010,TRUE,FALSE
"178",10144000010,TRUE,FALSE
"179",10144000020,TRUE,FALSE
"180",10144000050,TRUE,FALSE
"181",10147000010,TRUE,FALSE
"182",10147000071,TRUE,FALSE
"183",10147000072,TRUE,TRUE
"184",10147000081,TRUE,FALSE
"185",10147000082,TRUE,FALSE
"186",10147000120,TRUE,FALSE
"187",10147000130,TRUE,FALSE
"188",10148000065,TRUE,FALSE
"189",10148000071,TRUE,FALSE
"190",10149000020,TRUE,FALSE
"191",10149000080,TRUE,FALSE
"192",10149000090,TRUE,FALSE
"193",10149000110,TRUE,FALSE
"194",10149000120,TRUE,FALSE
"195",10149000130,TRUE,FALSE
"196",10149000140,TRUE,FALSE
"197",10150060030,TRUE,FALSE
"198",10151000010,TRUE,FALSE
"199",10151000020,TRUE,FALSE
"200",10151000050,TRUE,FALSE
"201",10151000070,TRUE,FALSE
"202",10151000080,TRUE,FALSE
"203",10151000090,TRUE,FALSE
"204",10152000040,TRUE,FALSE
"205",10152000050,TRUE,FALSE
"206",10152000060,TRUE,FALSE
"207",10152000070,TRUE,FALSE
"208",10152000080,TRUE,FALSE
"209",10152000090,TRUE,FALSE
"210",10152000120,TRUE,FALSE
"211",10152000130,TRUE,FALSE
"212",10152000140,TRUE,FALSE
"213",10152000185,TRUE,FALSE
"214",10153000010,TRUE,FALSE
"215",10153050010,TRUE,FALSE
"216",10153050020,TRUE,FALSE
"217",10154000030,TRUE,FALSE
"218",10155000015,TRUE,FALSE
"219",10155000025,TRUE,FALSE
"220",10155000040,TRUE,FALSE
"221",10155000095,TRUE,FALSE
"222",10157000010,TRUE,FALSE
"223",10157000025,TRUE,FALSE
"224",10159000010,TRUE,FALSE
"225",10159000015,TRUE,FALSE
"226",10159000020,TRUE,FALSE
"227",10159000030,TRUE,FALSE
"228",10159000040,TRUE,FALSE
"229",10159000050,TRUE,FALSE
"230",10159000060,TRUE,FALSE
"231",10159000070,TRUE,FALSE
"232",10159000080,TRUE,FALSE
"233",10159000091,TRUE,FALSE
"234",10159000101,TRUE,FALSE
"235",10160000040,TRUE,FALSE
"236",10160000050,TRUE,FALSE
"237",10160000140,TRUE,FALSE
"238",10160000150,TRUE,FALSE
"239",10160000160,TRUE,FALSE
"240",10161000012,TRUE,FALSE
"241",10161000020,TRUE,FALSE
"242",10161000055,TRUE,FALSE
"243",10161000065,TRUE,FALSE
"244",10161000085,TRUE,FALSE
"245",10161000105,TRUE,FALSE
"246",10161000115,TRUE,FALSE
"247",10161000170,TRUE,FALSE
"248",10161000185,TRUE,FALSE
"249",10161000210,TRUE,FALSE
"250",10161000215,TRUE,FALSE
"251",10162000020,TRUE,FALSE
"252",10162000030,TRUE,FALSE
"253",10170000045,TRUE,FALSE
"254",10170000105,TRUE,FALSE
"255",10170000115,TRUE,FALSE
"256",10174000010,TRUE,FALSE
"257",10174000090,TRUE,FALSE
"258",10176000010,TRUE,FALSE
"259",10177000030,TRUE,FALSE
"260",10177000050,TRUE,FALSE
"261",10180000050,TRUE,FALSE
"262",10180000060,TRUE,FALSE
"263",10188000010,TRUE,FALSE
"264",10188000030,TRUE,FALSE
"265",10190000210,TRUE,TRUE
"266",10206050015,TRUE,FALSE
"267",10206060040,TRUE,FALSE
"268",10206060050,TRUE,FALSE
"269",10206060090,TRUE,FALSE
"270",10211040012,TRUE,FALSE
"271",10211080010,TRUE,FALSE
"272",10212000005,TRUE,FALSE
"273",10214030010,TRUE,FALSE
"274",10214030035,TRUE,FALSE
"275",10216000010,TRUE,FALSE
"276",10216000050,TRUE,FALSE
"277",10216000110,TRUE,FALSE
"278",10216000150,TRUE,FALSE
"279",10216000160,TRUE,FALSE
"280",10217000015,TRUE,FALSE
"281",10217000020,TRUE,FALSE
"282",10217000040,TRUE,FALSE
"283",10217000050,TRUE,FALSE
"284",10217000070,TRUE,FALSE
"285",10218000010,TRUE,FALSE
"286",10218000030,TRUE,FALSE
"287",10218000040,TRUE,FALSE
"288",10218000050,TRUE,FALSE
"289",10218000060,TRUE,FALSE
"290",10218000070,TRUE,FALSE
"291",10219000010,TRUE,FALSE
"292",10219000020,TRUE,FALSE
"293",10219000030,TRUE,FALSE
"294",10219000040,TRUE,FALSE
"295",10219000050,TRUE,FALSE
"296",10219000060,TRUE,FALSE
"297",10219000080,TRUE,FALSE
"298",10219000120,TRUE,FALSE
"299",10219000130,TRUE,FALSE
"300",10220000025,TRUE,FALSE
"301",10223000010,TRUE,FALSE
"302",10223000020,TRUE,FALSE
"303",10224000010,TRUE,FALSE
"304",10224000020,TRUE,FALSE
"305",10225000015,TRUE,FALSE
"306",10225000030,TRUE,FALSE
"307",10226000015,TRUE,FALSE
"308",10226000020,TRUE,FALSE
"309",10226000030,TRUE,FALSE
"310",10228000010,TRUE,FALSE
"311",10228000020,TRUE,FALSE
"312",10228000030,TRUE,FALSE
"313",10228000040,TRUE,FALSE
"314",10229000010,TRUE,FALSE
"315",10229000030,TRUE,FALSE
"316",10230000030,TRUE,FALSE
"317",10233000020,TRUE,FALSE
"318",10233000030,TRUE,FALSE
"319",10233000040,TRUE,FALSE
"320",10233000050,TRUE,FALSE
"321",10233000060,TRUE,FALSE
"322",10233000070,TRUE,FALSE
"323",10234000012,TRUE,FALSE
"324",10234000013,TRUE,FALSE
"325",10234000015,TRUE,FALSE
"326",10234000020,TRUE,FALSE
"327",10234000025,TRUE,FALSE
"328",10234000030,TRUE,FALSE
"329",10234000035,TRUE,FALSE
"330",10234000040,TRUE,FALSE
"331",10234000050,TRUE,FALSE
"332",10236000021,TRUE,FALSE
"333",10236000050,TRUE,FALSE
"334",10237000021,TRUE,FALSE
"335",10238000021,TRUE,FALSE
"336",10238000022,TRUE,FALSE
"337",10239000011,TRUE,FALSE
"338",10239000012,TRUE,FALSE
"339",10240000010,TRUE,FALSE
"340",10240000020,TRUE,FALSE
"341",10241180010,TRUE,FALSE
"342",10241180020,TRUE,FALSE
"343",10241180030,TRUE,FALSE
"344",10242000010,TRUE,FALSE
"345",10242000040,TRUE,FALSE
"346",10242000050,TRUE,FALSE
"347",10242000060,TRUE,FALSE
"348",10243000016,TRUE,FALSE
"349",10245000030,TRUE,FALSE
"350",10246000110,TRUE,FALSE
"351",10246000120,TRUE,FALSE
"352",10246000130,TRUE,FALSE
"353",10250130012,TRUE,FALSE
"354",10257000021,TRUE,FALSE
"355",10257000065,TRUE,TRUE
"356",10257000075,TRUE,FALSE
"357",10257000080,TRUE,FALSE
"358",10263000101,TRUE,FALSE
"359",10264000005,TRUE,FALSE
"360",10264000020,TRUE,FALSE
"361",10267000010,TRUE,FALSE
"362",10268000011,TRUE,FALSE
"363",10270000030,TRUE,FALSE
"364",10270000040,TRUE,FALSE
"365",10270000050,TRUE,FALSE
"366",10271000010,TRUE,FALSE
"367",10277000010,TRUE,FALSE
"368",10278000020,TRUE,FALSE
"369",10278000030,TRUE,FALSE
"370",10279000090,TRUE,FALSE
"371",10284000020,TRUE,FALSE
"372",10284000030,TRUE,FALSE
"373",10284000040,TRUE,FALSE
"374",10284000050,TRUE,FALSE
"375",10284000060,TRUE,FALSE
"376",10284000070,TRUE,FALSE
"377",10284000080,TRUE,FALSE
"378",10285000010,TRUE,FALSE
"379",10286000010,TRUE,FALSE
"380",10286000020,TRUE,FALSE
"381",10287000010,TRUE,FALSE
"382",10287000020,TRUE,FALSE
"383",10287000030,TRUE,FALSE
"384",10289000010,TRUE,FALSE
"385",10291000015,TRUE,FALSE
"386",10295000060,TRUE,FALSE
"387",10296000010,TRUE,FALSE
"388",10306000021,TRUE,FALSE
"389",10308030010,TRUE,FALSE
"390",10308030040,TRUE,TRUE
"391",10308030070,TRUE,FALSE
"392",10308040010,TRUE,FALSE
"393",10308040020,TRUE,FALSE
"394",10309030010,TRUE,FALSE
"395",10309030030,TRUE,FALSE
"396",10309040055,TRUE,FALSE
"397",10311000010,TRUE,FALSE
"398",10311000025,TRUE,FALSE
"399",10313000010,TRUE,FALSE
"400",10314000030,TRUE,TRUE
"401",10320000030,TRUE,FALSE
"402",10321000030,TRUE,FALSE
"403",10321000040,TRUE,FALSE
"404",10321000050,TRUE,FALSE
"405",10321000060,TRUE,FALSE
"406",10321000070,TRUE,FALSE
"407",10322000030,TRUE,FALSE
"408",10325000010,TRUE,FALSE
"409",10326000105,TRUE,FALSE
"410",10329000030,TRUE,FALSE
"411",10330000030,TRUE,FALSE
"412",10330000120,TRUE,FALSE
"413",10330000140,TRUE,FALSE
"414",10331000010,TRUE,FALSE
"415",10333000010,TRUE,FALSE
"416",10333000020,TRUE,FALSE
"417",10333000050,TRUE,TRUE
"418",10333000100,TRUE,FALSE
"419",10335040011,TRUE,FALSE
"420",10338000010,TRUE,FALSE
"421",10338000020,TRUE,FALSE
"422",10338000140,TRUE,FALSE
"423",10338000150,TRUE,FALSE
"424",10338000160,TRUE,FALSE
"425",10338000170,TRUE,FALSE
"426",10338000180,TRUE,FALSE
"427",10338000190,TRUE,FALSE
"428",10338000200,TRUE,FALSE
"429",10338000220,TRUE,FALSE
"430",10338000240,TRUE,FALSE
"431",10338000250,TRUE,FALSE
"432",10338000260,TRUE,FALSE
"433",10339000010,TRUE,TRUE
"434",10339000020,TRUE,TRUE
"435",10339000030,TRUE,FALSE
"436",10339000070,TRUE,TRUE
"437",10339000080,TRUE,TRUE
"438",10339000090,TRUE,TRUE
"439",10339000100,TRUE,TRUE
"440",10339000110,TRUE,TRUE
"441",10339000125,TRUE,FALSE
"442",10339000140,TRUE,FALSE
"443",10339000150,TRUE,TRUE
"444",10339000160,TRUE,TRUE
"445",10340000060,TRUE,FALSE
"446",10340000070,TRUE,FALSE
"447",10340000080,TRUE,FALSE
"448",10340000100,TRUE,FALSE
"449",10340000110,TRUE,FALSE
"450",10340000120,TRUE,FALSE
"451",10340000130,TRUE,FALSE
"452",10340000140,TRUE,FALSE
"453",10340000150,TRUE,FALSE
"454",10340000160,TRUE,FALSE
"455",10340000170,TRUE,FALSE
"456",10340000180,TRUE,FALSE
"457",10340000190,TRUE,FALSE
"458",10340000200,TRUE,FALSE
"459",10340000210,TRUE,FALSE
"460",10343000020,TRUE,FALSE
"461",10344000020,TRUE,FALSE
"462",10344000070,TRUE,FALSE
"463",10344000080,TRUE,FALSE
"464",10344000090,TRUE,FALSE
"465",10345000010,TRUE,FALSE
"466",10345000030,TRUE,FALSE
"467",10345000040,TRUE,FALSE
"468",10345000050,TRUE,FALSE
"469",10345000060,TRUE,FALSE
"470",10345000070,TRUE,FALSE
"471",10345000080,TRUE,TRUE
"472",10345000090,TRUE,FALSE
"473",10345000100,TRUE,FALSE
"474",10345000110,TRUE,FALSE
"475",10345000120,TRUE,TRUE
"476",10345000130,TRUE,TRUE
"477",10345000140,TRUE,FALSE
"478",10345000150,TRUE,FALSE
"479",10345000160,TRUE,FALSE
"480",10345000170,TRUE,FALSE
"481",10345000180,TRUE,FALSE
"482",10345000190,TRUE,FALSE
"483",10345000200,TRUE,FALSE
"484",10345000210,TRUE,FALSE
"485",10346000010,TRUE,FALSE
"486",10346000020,TRUE,FALSE
"487",10346000030,TRUE,FALSE
"488",10346000040,TRUE,FALSE
"489",10346000050,TRUE,FALSE
"490",10346000060,TRUE,FALSE
"491",10346000070,TRUE,FALSE
"492",10346000120,TRUE,TRUE
"493",10346000190,TRUE,FALSE
"494",10346000200,TRUE,FALSE
"495",10346000210,TRUE,FALSE
"496",10346000220,TRUE,FALSE
"497",10346000230,TRUE,FALSE
"498",10347000020,TRUE,FALSE
"499",10347000030,TRUE,TRUE
"500",10347000040,TRUE,TRUE
"501",10347000050,TRUE,TRUE
"502",10347000060,TRUE,TRUE
"503",10347000100,TRUE,FALSE
"504",10347000110,TRUE,TRUE
"505",10348000010,TRUE,FALSE
"506",10349000010,TRUE,FALSE
"507",10350000010,TRUE,FALSE
"508",10351000010,TRUE,FALSE
"509",10352000010,TRUE,FALSE
"510",10353000010,TRUE,FALSE
"511",10354000010,TRUE,FALSE
"512",10355000010,TRUE,FALSE
"513",10356000010,TRUE,FALSE
"514",10357000010,TRUE,FALSE
"515",10358000010,TRUE,FALSE
"516",10359000010,TRUE,FALSE
"517",10359000020,TRUE,FALSE
"518",10359000040,TRUE,FALSE
"519",10359000050,TRUE,TRUE
"520",10359000060,TRUE,FALSE
"521",10359000080,TRUE,TRUE
"522",10359000085,TRUE,TRUE
"523",10359000086,TRUE,TRUE
"524",10359000090,TRUE,FALSE
"525",10359000100,TRUE,FALSE
"526",10359000110,TRUE,FALSE
"527",10359000120,TRUE,FALSE
"528",10359000170,TRUE,FALSE
"529",10360000011,TRUE,TRUE
"530",10360000040,TRUE,FALSE
"531",10360000060,TRUE,FALSE
"532",10360000065,TRUE,FALSE
"533",10360000070,TRUE,TRUE
"534",10360000090,TRUE,TRUE
"535",10360000100,TRUE,TRUE
"536",10360000110,TRUE,TRUE
"537",10360000120,TRUE,TRUE
"538",10361000095,TRUE,FALSE
"539",10361000100,TRUE,FALSE
"540",10361000120,TRUE,FALSE
"541",10362000010,TRUE,FALSE
"542",10362000030,TRUE,FALSE
"543",10364000010,TRUE,FALSE
"544",10364000020,TRUE,FALSE
"545",10364000030,TRUE,TRUE
"546",10364000055,TRUE,FALSE
"547",10364000065,TRUE,FALSE
"548",10364000070,TRUE,FALSE
"549",10364000080,TRUE,TRUE
"550",10364000090,TRUE,FALSE
"551",10364000100,TRUE,FALSE
"552",10364000110,TRUE,FALSE
"553",10364000120,TRUE,FALSE
"554",10364000130,TRUE,FALSE
"555",10364000140,TRUE,FALSE
"556",10364000160,TRUE,FALSE
"557",10364000170,TRUE,FALSE
"558",10364000180,TRUE,FALSE
"559",10364000190,TRUE,FALSE
"560",10364000200,TRUE,FALSE
"561",10365000010,TRUE,FALSE
"562",10365000030,TRUE,FALSE
"563",10365000035,TRUE,FALSE
"564",10365000040,TRUE,FALSE
"565",10365000050,TRUE,FALSE
"566",10365000060,TRUE,FALSE
"567",10365000071,TRUE,FALSE
"568",10365000072,TRUE,FALSE
"569",10369000045,TRUE,FALSE
"570",10369000055,TRUE,FALSE
"571",10369000090,TRUE,FALSE
"572",10372000120,TRUE,FALSE
"573",10372000141,TRUE,FALSE
"574",10372000175,TRUE,FALSE
"575",10372000180,TRUE,FALSE
"576",10372000190,TRUE,FALSE
"577",10372000200,TRUE,FALSE
"578",10373000020,TRUE,FALSE
"579",10373000070,TRUE,FALSE
"580",10373000190,TRUE,FALSE
"581",10375000010,TRUE,FALSE
"582",10378000010,TRUE,FALSE
"583",10379000020,TRUE,FALSE
"584",10379000031,TRUE,FALSE
"585",10379000032,TRUE,FALSE
"586",10382000060,TRUE,FALSE
"587",10382000160,TRUE,FALSE
"588",10382000170,TRUE,FALSE
"589",10383000170,TRUE,FALSE
"590",10383000180,TRUE,FALSE
"591",10384000050,TRUE,FALSE
"592",10384000090,TRUE,FALSE
"593",10385000040,TRUE,FALSE
"594",10385000065,TRUE,FALSE
"595",10385000100,TRUE,FALSE
"596",10385000190,TRUE,FALSE
"597",10386000042,TRUE,FALSE
"598",10386000070,TRUE,FALSE
"599",10386000085,TRUE,FALSE
"600",10386000095,TRUE,FALSE
"601",10386000115,TRUE,FALSE
"602",10386000145,TRUE,FALSE
"603",10386000165,TRUE,FALSE
"604",10387050010,TRUE,FALSE
"605",10387060010,TRUE,FALSE
"606",10387060015,TRUE,FALSE
"607",10387060070,TRUE,FALSE
"608",10388000010,TRUE,FALSE
"609",10388000020,TRUE,TRUE
"610",10389000030,TRUE,FALSE
"611",10390000039,TRUE,FALSE
"612",10390000081,TRUE,FALSE
"613",10390000090,TRUE,FALSE
"614",10390000100,TRUE,FALSE
"615",10390000110,TRUE,FALSE
"616",10390000120,TRUE,TRUE
"617",10390000130,TRUE,FALSE
"618",10390000140,TRUE,FALSE
"619",10390000150,TRUE,FALSE
"620",10390000160,TRUE,FALSE
"621",10390000170,TRUE,FALSE
"622",10391000051,TRUE,FALSE
"623",10391000096,TRUE,FALSE
"624",10392050015,TRUE,FALSE
"625",10392050020,TRUE,FALSE
"626",10392060030,TRUE,FALSE
"627",10393000016,TRUE,FALSE
"628",10394000010,TRUE,FALSE
"629",10394000015,TRUE,FALSE
"630",10394000020,TRUE,FALSE
"631",10394000060,TRUE,FALSE
"632",10394000070,TRUE,FALSE
"633",10394000080,TRUE,FALSE
"634",10395000065,TRUE,FALSE
"635",10395000155,TRUE,FALSE
"636",10395000250,TRUE,FALSE
"637",10395008161,TRUE,FALSE
"638",10396000010,TRUE,FALSE
"639",10396000030,TRUE,FALSE
"640",10396000091,TRUE,FALSE
"641",10396000092,TRUE,FALSE
"642",10396000093,TRUE,FALSE
"643",10396000094,TRUE,FALSE
"644",10396000100,TRUE,FALSE
"645",10397000012,TRUE,FALSE
"646",10397000021,TRUE,FALSE
"647",10398000055,TRUE,FALSE
"648",10399050200,TRUE,FALSE
"649",10400000005,TRUE,FALSE
"650",10401000005,TRUE,FALSE
"651",10402000005,TRUE,FALSE
"652",10403000020,TRUE,FALSE
"653",10403000030,TRUE,FALSE
"654",10403000040,TRUE,FALSE
"655",10403000050,TRUE,FALSE
"656",10403000060,TRUE,FALSE
"657",10403000070,TRUE,FALSE
"658",10403000080,TRUE,FALSE
"659",10403000090,TRUE,FALSE
"660",10405000025,TRUE,FALSE
"661",10405000045,TRUE,FALSE
"662",10405000055,TRUE,FALSE
"663",10406050005,TRUE,FALSE
"664",10406060010,TRUE,FALSE
"665",10407000005,TRUE,FALSE
"666",10407000015,TRUE,FALSE
"667",10408000005,TRUE,FALSE
"668",10408000040,TRUE,FALSE
"669",10408000070,TRUE,FALSE
"670",10408000080,TRUE,FALSE
"671",10408000085,TRUE,FALSE
"672",10409000019,TRUE,TRUE
"673",10409000020,TRUE,FALSE
"674",10409000030,TRUE,FALSE
"675",10409000040,TRUE,FALSE
"676",10409000041,TRUE,TRUE
"677",10409000045,TRUE,TRUE
"678",10409000050,TRUE,FALSE
"679",10409000070,TRUE,FALSE
"680",10409000090,TRUE,TRUE
"681",10409000100,TRUE,TRUE
"682",10409000110,TRUE,FALSE
"683",10409000170,TRUE,FALSE
"684",10409000210,TRUE,TRUE
"685",10415000055,TRUE,FALSE
"686",10417000010,TRUE,FALSE
"687",10417000011,TRUE,TRUE
"688",10417000012,TRUE,TRUE
"689",10417000013,TRUE,FALSE
"690",10417000052,TRUE,TRUE
"691",10417000070,TRUE,TRUE
"692",10418000031,TRUE,FALSE
"693",10418000032,TRUE,FALSE
"694",10418000061,TRUE,TRUE
"695",10418000092,TRUE,FALSE
"696",10419000050,TRUE,FALSE
"697",10419000060,TRUE,FALSE
"698",10419000320,TRUE,TRUE
"699",10426000005,TRUE,FALSE
"700",10426000010,TRUE,TRUE
"701",10426000015,TRUE,FALSE
"702",10426000018,TRUE,TRUE
"703",10426000020,TRUE,TRUE
"704",10426000030,TRUE,FALSE
"705",10426000040,TRUE,TRUE
"706",10426000050,TRUE,FALSE
"707",10427000046,TRUE,FALSE
"708",10427000047,TRUE,FALSE
"709",10429000030,TRUE,FALSE
"710",10429000040,TRUE,FALSE
"711",10429000045,TRUE,FALSE
"712",10430000040,TRUE,FALSE
"713",10434000041,TRUE,FALSE
"714",10435000040,TRUE,FALSE
"715",10437000030,TRUE,FALSE
"716",10439000010,TRUE,FALSE
"717",10440000020,TRUE,FALSE
"718",10441000125,TRUE,FALSE
"719",10444050010,TRUE,FALSE
"720",10444050030,TRUE,FALSE
"721",10444050040,TRUE,FALSE
"722",10444050063,TRUE,FALSE
"723",10444050065,TRUE,FALSE
"724",10444060005,TRUE,FALSE
"725",10448000020,TRUE,FALSE
"726",10448000080,TRUE,FALSE
"727",10448000090,TRUE,FALSE
"728",10448000145,TRUE,FALSE
"729",10448000150,TRUE,FALSE
"730",10448000160,TRUE,FALSE
"731",10448000180,TRUE,FALSE
"732",10448000190,TRUE,FALSE
"733",10448000200,TRUE,FALSE
"734",10448000225,TRUE,FALSE
"735",10448000250,TRUE,FALSE
"736",10450000005,TRUE,FALSE
"737",10450000024,TRUE,FALSE
"738",10451000013,TRUE,FALSE
"739",10451000015,TRUE,FALSE
"740",10451000040,TRUE,FALSE
"741",10451000045,TRUE,FALSE
"742",10451000055,TRUE,FALSE
"743",10452000010,TRUE,FALSE
"744",10453000050,TRUE,FALSE
"745",10454000021,TRUE,FALSE
"746",10454000090,TRUE,FALSE
"747",10455000051,TRUE,FALSE
"748",10455000075,TRUE,FALSE
"749",10461000085,TRUE,FALSE
"750",10461000161,TRUE,FALSE
"751",10462050065,TRUE,FALSE
"752",10463030030,TRUE,FALSE
"753",10463030045,TRUE,FALSE
"754",10463030095,TRUE,FALSE
"755",10463040125,TRUE,FALSE
"756",10464030015,TRUE,FALSE
"757",10464040095,TRUE,FALSE
"758",10464040105,TRUE,FALSE
"759",10464040110,TRUE,FALSE
"760",10464040180,TRUE,FALSE
"761",10465030004,TRUE,TRUE
"762",10465030030,TRUE,FALSE
"763",10465030205,TRUE,FALSE
"764",10465030291,TRUE,FALSE
"765",10465030301,TRUE,TRUE
"766",10465030311,TRUE,TRUE
"767",10465030350,TRUE,FALSE
"768",10465040121,TRUE,FALSE
"769",10466030090,TRUE,FALSE
"770",10466030100,TRUE,FALSE
"771",10466030165,TRUE,FALSE
"772",10466030200,TRUE,FALSE
"773",10466030270,TRUE,TRUE
"774",10466030300,TRUE,TRUE
"775",10466030345,TRUE,FALSE
