HANDLE,c_address,c_lra,c_typeDetail,c_typeSimple
12587000380,3637 MONTANA ST,FALSE,"vacant building, possible",building
12599000130,3006-8 OSAGE ST,FALSE,"vacant building, confirmed",building
12617090050,2226 GASCONADE ST,FALSE,"vacant building, confirmed",building
12648000080,3406 MERAMEC ST,FALSE,"vacant building, confirmed",building
12658000050,4240 NEBRASKA AV,FALSE,"vacant building, confirmed",building
12658000300,4259 OREGON AV,FALSE,"vacant building, confirmed",building
12663000070,2727 OSCEOLA ST,FALSE,"vacant building, confirmed",building
12675000250,4347-51 CALIFORNIA AV,FALSE,"vacant building, confirmed",building
12703000010,4458 MINNESOTA AV,FALSE,"vacant building, confirmed",building
12704008101,4424-6 PENNSYLVANIA AV,FALSE,"vacant building, possible",building
12736000160,3540 TAFT AV,FALSE,"vacant building, confirmed",building
12750000050,4605-7 S BROADWAY,FALSE,"vacant building, confirmed",building
12812000110,5200-4 S GRAND BLVD,FALSE,"vacant building, confirmed",building
12846000225,1103-13 BATES ST,FALSE,"vacant building, confirmed",building
12848000030,5524 LOUISIANA AV,FALSE,"vacant building, confirmed",building
13390000085,5222 N 20TH ST,FALSE,"vacant building, confirmed",building
13390000240,1917 LINTON AV,FALSE,"vacant building, confirmed",building
13541000020,2150-2 HARRIS AV,FALSE,"vacant building, confirmed",building
13552000060,4522 HOLLY AV,FALSE,"vacant building, confirmed",building
13561000050,4414 CLARENCE AV,FALSE,"vacant building, confirmed",building
13566000110,4225-9 FAIR AV,FALSE,"vacant building, confirmed",building
11929000050,4130 GANO AV,FALSE,"vacant building, confirmed",building
11944000090,4100 PECK ST,FALSE,"vacant building, confirmed",building
11975000040,3005 LEMP AV,FALSE,"vacant building, confirmed",building
11981000030,3018 TEXAS AV,FALSE,"vacant building, confirmed",building
12077000240,2838-40 SIDNEY ST,FALSE,"vacant building, confirmed",building
12114000210,3631 SHENANDOAH AV,FALSE,"vacant building, confirmed",building
12114000250,3647-9 SHENANDOAH AV,FALSE,"vacant building, confirmed",building
12166000460,1414-6 S THERESA AV,FALSE,"vacant building, confirmed",building
12391000110,3521-37 N GRAND BLVD,FALSE,"vacant building, confirmed",building
12571000250,3925 PENNSYLVANIA AV,FALSE,"vacant building, confirmed",building
12579000110,3622 KEOKUK ST,FALSE,"vacant building, confirmed",building
12586000020,3688 MONTANA ST,FALSE,"vacant building, confirmed",building
12587000420,3649 MONTANA ST,FALSE,"vacant building, confirmed",building
12594000520,4014 S GRAND BLVD,FALSE,"vacant building, confirmed",building
12602000070,4032 OREGON AV,FALSE,"vacant building, confirmed",building
12628000100,4118 MINNESOTA AV,FALSE,"vacant building, confirmed",building
12651000110,4255 VIRGINIA AV,FALSE,"vacant building, confirmed",building
12651000120,4263 VIRGINIA AV,FALSE,"vacant building, confirmed",building
12727000110,4501 IDAHO AV,FALSE,"vacant building, confirmed",building
12727000170,4519 IDAHO AV,FALSE,"vacant building, confirmed",building
12813000040,5230 TENNESSEE AV,FALSE,"vacant building, confirmed",building
12996000010,6750 IDAHO AV,FALSE,"vacant building, confirmed",building
13000000060,6824 VIRGINIA AV,FALSE,"vacant building, confirmed",building
13056000120,7311 PENNSYLVANIA AV,FALSE,"vacant building, confirmed",building
13082000070,209 W STEINS ST,FALSE,"vacant building, confirmed",building
13147000080,7921-3 S BROADWAY,FALSE,"vacant building, confirmed",building
13399000070,2002 E WARNE AV,FALSE,"vacant building, confirmed",building
13549000100,4536 HARRIS AV,FALSE,"vacant building, confirmed",building
13556020110,4633 MORAINE AV,FALSE,"vacant building, confirmed",building
13563000070,4424 ATHLONE AV,FALSE,"vacant building, confirmed",building
13571000040,4222 N NEWSTEAD AV,FALSE,"vacant building, confirmed",building
13573040240,4314 PENROSE ST,FALSE,"vacant building, confirmed",building
13575000210,4101 LEE AV,FALSE,"vacant building, confirmed",building
11892000020,2402-8 N GRAND BLVD,FALSE,"vacant lot, confirmed",lot
11970000120,2901-5 MCNAIR AV,FALSE,"vacant building, confirmed",building
11975000222,3022R SALENA ST,TRUE,"vacant building, confirmed",building
11977000080,2008 CRITTENDEN ST,FALSE,"vacant building, confirmed",building
12054000250,1927 WYOMING ST,FALSE,"vacant building, possible",building
12132000390,2851 HENRIETTA PL,FALSE,"vacant building, possible",building
12152000345,2841 EADS AV,FALSE,"vacant lot, possible",lot
12265000010,2354 RUTGER ST,FALSE,"vacant lot, confirmed",lot
12351000160,1525 N JEFFERSON AV,FALSE,"vacant lot, confirmed",lot
12365000010,2624-32 ST LOUIS AV,FALSE,"vacant lot, confirmed",lot
12389000170,3701 SULLIVAN AV,TRUE,"vacant lot, confirmed",lot
12391000060,3630-4 PALM ST,FALSE,"vacant lot, possible",lot
12391000120,3517-9 N GRAND BLVD,TRUE,"vacant lot, confirmed",lot
12428000160,4238 PECK ST,FALSE,"vacant building, possible",building
12566000330,3943 OHIO AV,FALSE,"vacant building, possible",building
12346000040,2336 1/2 NORTH MARKET ST,TRUE,"vacant building, confirmed",building
12357000030,2915 NORTH MARKET ST,TRUE,"vacant building, confirmed",building
12570000080,3936 PENNSYLVANIA AV,FALSE,"vacant building, possible",building
12572000020,3940 MICHIGAN AV,FALSE,"vacant building, possible",building
12625000300,4145 CALIFORNIA AV,FALSE,"vacant building, possible",building
12630000260,3147 MERAMEC ST,FALSE,"vacant building, possible",building
12643000160,3740 MERAMEC ST,FALSE,"vacant building, possible",building
12658000180,2830 MERAMEC ST,FALSE,"vacant building, confirmed",building
12697000240,4439 VIRGINIA AV,TRUE,"vacant lot, confirmed",lot
12703000290,4443 PENNSYLVANIA AV,FALSE,"vacant building, possible",building
12709000050,4420 OHIO AV,FALSE,"vacant lot, possible",lot
12725000090,4537 S COMPTON AV,FALSE,"vacant lot, possible",lot
12745000300,4639 MICHIGAN AV,FALSE,"vacant building, possible",building
12755000130,4736 S BROADWAY,FALSE,"vacant building, possible",building
12790000155,2120 RIVER BLUFF PL,FALSE,"vacant lot, possible",lot
12815000010,5240 ALASKA AV,FALSE,"vacant building, confirmed",building
12839000150,532 FASSEN ST,TRUE,"vacant building, confirmed",building
13012000040,7017 S BROADWAY,FALSE,"vacant lot, confirmed",lot
13037000150,7100 MICHIGAN AV,FALSE,"vacant building, possible",building
13041000060,7115-7 S BROADWAY,FALSE,"vacant lot, possible",lot
13118000110,7714-6 WATER ST,FALSE,"vacant lot, confirmed",lot
13356000420,4319 DESOTO AV,FALSE,"vacant lot, possible",lot
13447000050,639-41 HOLLY AV,TRUE,"vacant building, confirmed",building
13447000150,607 HOLLY AV,TRUE,"vacant building, confirmed",building
13470000180,5500R HALL ST,TRUE,"vacant lot, confirmed",lot
13566000090,4116 W GREEN LEA PL,FALSE,"vacant building, possible",building
13577000220,4154 WARNE AV,TRUE,"vacant lot, confirmed",lot
13606000200,4281 SAN FRANCISCO AV,FALSE,"vacant building, confirmed",building
13607000190,4265 SACRAMENTO AV,FALSE,"vacant building, confirmed",building
13621000280,3121 LAMBDIN AV,FALSE,"vacant building, confirmed",building
13623000070,3036-8 WHITTIER ST,FALSE,"vacant building, confirmed",building
13625000185,3151 CLAY AV,FALSE,"vacant building, confirmed",building
13641000380,3951 NORTH MARKET ST,FALSE,"vacant building, confirmed",building
13644010190,3910-2 MAFFITT AV,FALSE,"vacant building, confirmed",building
13656000380,1814 N SARAH ST,FALSE,"vacant building, confirmed",building
13657000040,4046 COTE BRILLIANTE AV,FALSE,"vacant building, confirmed",building
13669000030,4152 LABADIE AV,FALSE,"vacant building, confirmed",building
13669000260,4131 ST LOUIS AV,FALSE,"vacant building, confirmed",building
13679000110,4210 GARFIELD AV,FALSE,"vacant building, confirmed",building
13685000410,4235 W GARFIELD AV,FALSE,"vacant building, confirmed",building
13685000550,4273 W GARFIELD AV,FALSE,"vacant building, confirmed",building
13686000200,4224 W ST FERDINAND AV,FALSE,"vacant building, confirmed",building
13689000230,4215 W KENNERLY AV,FALSE,"vacant building, confirmed",building
13704000260,4415 NORTH MARKET ST,FALSE,"vacant building, confirmed",building
13706000150,4416 KENNERLY AV,FALSE,"vacant building, confirmed",building
13707000015,4450 MAFFITT AV,FALSE,"vacant building, confirmed",building
13712000220,4653 MAFFITT AV,TRUE,"vacant building, confirmed",building
13729000620,4215 W PAGE BLVD,FALSE,"vacant building, confirmed",building
13732000240,3909 EVANS AV,FALSE,"vacant building, confirmed",building
13757000040,4262 DELMAR BLVD,FALSE,"vacant building, confirmed",building
13764050120,768 AUBERT AV,FALSE,"vacant building, confirmed",building
13769000180,1200 AUBERT AV,FALSE,"vacant building, confirmed",building
13774040150,4625-7 PAGE BLVD,FALSE,"vacant building, confirmed",building
13777060030,4732 NEWCOMB PL,FALSE,"vacant building, confirmed",building
13792000280,5134 MINERVA AV,FALSE,"vacant building, confirmed",building
13808040020,1318 CLARA AV,TRUE,"vacant building, confirmed",building
13809040170,5574 PAGE BLVD,FALSE,"vacant building, confirmed",building
13610000120,4204 W SAN FRANCISCO AV,FALSE,"vacant building, confirmed",building
13695000010,4366-8 ST FERDINAND AV,FALSE,"vacant building, confirmed",building
13735000300,3819 PAGE BLVD,FALSE,"vacant building, confirmed",building
13741000025,4050 PAGE BLVD,FALSE,"vacant building, confirmed",building
13745000270,4228 PAGE BLVD,FALSE,"vacant building, confirmed",building
13756000370,4249 DELMAR BLVD,FALSE,"vacant building, confirmed",building
13775040100,1423-9 CORA AV,FALSE,"vacant building, confirmed",building
13801040080,1338 BELT AV,FALSE,"vacant building, confirmed",building
13802040100,1380 BELT AV,FALSE,"vacant building, confirmed",building
13802040260,1367 SEMPLE AV,FALSE,"vacant building, confirmed",building
13809030080,5548 PAGE BLVD,FALSE,"vacant building, confirmed",building
13810000010,5598D ETZEL AV,FALSE,"vacant building, confirmed",building
13609000150,4215-9 W NATURAL BRIDGE AV,TRUE,"vacant lot, confirmed",lot
13613000290,3806-12 N NEWSTEAD AV,FALSE,"vacant lot, possible",lot
13616000131,4327 FARLIN AV,TRUE,"vacant building, confirmed",building
13616000131,4327 FARLIN AV,TRUE,"vacant building, confirmed",building
13639000150,3901 COTE BRILLIANTE AV,TRUE,"vacant lot, confirmed",lot
13651020150,4020 KENNERLY AV,FALSE,"vacant building, possible",building
13656000290,4047 COTE BRILLIANTE AV,FALSE,"vacant building, possible",building
13661000280,1727 BELLE GLADE AV,FALSE,"vacant building, possible",building
13699180090,4333-49 DR MARTIN LUTHER KING DR,FALSE,"vacant lot, confirmed",lot
13712000010,4672 ST LOUIS AV,TRUE,"vacant lot, confirmed",lot
13713000210,4625 KENNERLY AV,FALSE,"vacant lot, possible",lot
13742000005,1127 N VANDEVENTER AV,TRUE,"vacant lot, confirmed",lot
13742000005,1127 N VANDEVENTER AV,TRUE,"vacant lot, confirmed",lot
13742000005,1127 N VANDEVENTER AV,TRUE,"vacant lot, confirmed",lot
13742000005,1127 N VANDEVENTER AV,TRUE,"vacant lot, confirmed",lot
13742000005,1127 N VANDEVENTER AV,TRUE,"vacant lot, confirmed",lot
13754000050,4048 WEST BELLE PL,FALSE,"vacant building, confirmed",building
13771000275,4800 PAGE BLVD,FALSE,"vacant lot, confirmed",lot
13774030570,4555-7 PAGE BLVD,TRUE,"vacant lot, confirmed",lot
13779000350,4729-31 DR MARTIN LUTHER KING DR,FALSE,"vacant building, possible",building
13779000460,4769 DR MARTIN LUTHER KING DR,TRUE,"vacant lot, confirmed",lot
13797000010,5390 DR MARTIN LUTHER KING DR,TRUE,"vacant lot, confirmed",lot
13797000015,5382 DR MARTIN LUTHER KING DR,FALSE,"vacant building, confirmed",building
13797000015,5382 DR MARTIN LUTHER KING DR,FALSE,"vacant building, confirmed",building
13806080120,1430 GRANVILLE PL,TRUE,"vacant building, confirmed",building
13819030050,5628 DR MARTIN LUTHER KING DR,FALSE,"vacant building, confirmed",building
13819090080,1482-4 GOODFELLOW BLVD,FALSE,"vacant building, confirmed",building
13824000340,1261 GOODFELLOW BLVD,FALSE,"vacant building, confirmed",building
13834050420,5939 HAMILTON TER,FALSE,"vacant building, confirmed",building
13835060280,5949 MINERVA AV,FALSE,"vacant building, confirmed",building
13837000120,5960-2 DR MARTIN LUTHER KING DR,FALSE,"vacant building, confirmed",building
13860000040,936 LAUREL ST,FALSE,"vacant building, confirmed",building
13972000050,4256 MANCHESTER AV,FALSE,"vacant building, confirmed",building
14009030040,1336 JANUARY AV,FALSE,"vacant building, confirmed",building
14009030050,1334 JANUARY AV,FALSE,"vacant building, confirmed",building
14009030250,1331 SUBLETTE AV,FALSE,"vacant building, confirmed",building
14248050010,1126 MCLARAN AV,FALSE,"vacant building, confirmed",building
14248050060,1106 MCLARAN AV,FALSE,"vacant building, confirmed",building
14248050070,1104 MCLARAN AV,FALSE,"vacant building, confirmed",building
14248060170,1017 GIMBLIN ST,FALSE,"vacant building, confirmed",building
14254000150,8359 HALLS FERRY RD,FALSE,"vacant building, confirmed",building
14287030190,8937 EDNA ST,FALSE,"vacant building, confirmed",building
14288000225,8923 NEWBY ST,FALSE,"vacant building, confirmed",building
14293000050,8440-2 N BROADWAY,FALSE,"vacant building, confirmed",building
14294000060,8524 N BROADWAY,FALSE,"vacant building, confirmed",building
14338270130,4861 WOODSTOCK AV,FALSE,"vacant building, confirmed",building
14350000140,5500 BIRCHER BLVD,FALSE,"vacant building, confirmed",building
14383160210,4915 FARLIN AV,FALSE,"vacant building, confirmed",building
14387000160,4916 SAN FRANCISCO AV,FALSE,"vacant building, confirmed",building
14389020330,4815-7 FARLIN AV,FALSE,"vacant building, confirmed",building
14406110130,4654 LEE AV,FALSE,"vacant building, confirmed",building
14409020220,4501-5 NATURAL BRIDGE AV,TRUE,"vacant lot, confirmed",lot
14410010190,4435 SAN FRANCISCO AV,FALSE,"vacant building, confirmed",building
14410010360,3922 N TAYLOR AV,FALSE,"vacant building, confirmed",building
14414040040,4662 PENROSE ST,FALSE,"vacant building, confirmed",building
14414040190,4616 PENROSE ST,FALSE,"vacant building, confirmed",building
14414040270,4611 LEE AV,FALSE,"vacant building, confirmed",building
14418340330,4587 CARTER AV,FALSE,"vacant building, confirmed",building
14419100340,4612 SHIRLEY PL,FALSE,"vacant building, confirmed",building
14426030220,4253 KOSSUTH AV,FALSE,"vacant building, confirmed",building
14436000220,4263 FARLIN AV,FALSE,"vacant building, confirmed",building
14436000270,4275 FARLIN AV,FALSE,"vacant building, confirmed",building
14440090360,4263 ASHLAND AV,FALSE,"vacant building, confirmed",building
14450150240,4673 PALM ST,FALSE,"vacant building, confirmed",building
14452000060,4720 PALM ST,FALSE,"vacant building, confirmed",building
14466000480,4257 LABADIE AV,FALSE,"vacant building, confirmed",building
14466000490,4259 LABADIE AV,FALSE,"vacant building, confirmed",building
14467030290,3145-7 WHITTIER ST,FALSE,"vacant building, confirmed",building
14467030510,3039 WHITTIER ST,FALSE,"vacant building, confirmed",building
14469050140,4428 GREER AV,FALSE,"vacant building, confirmed",building
14473000060,4635 LEDUC ST,FALSE,"vacant building, confirmed",building
14490010190,4902 LOTUS AV,FALSE,"vacant building, confirmed",building
14491020370,4945 HIGHLAND AV,FALSE,"vacant building, confirmed",building
14499060220,5116 TERRY AV,FALSE,"vacant building, confirmed",building
14504000700,5243 WABADA AV,FALSE,"vacant building, confirmed",building
14514000170,5328 LOTUS AV,FALSE,"vacant building, confirmed",building
14515000470,5355 LOTUS AV,FALSE,"vacant building, confirmed",building
14522000380,1939 ARLINGTON AV,FALSE,"vacant building, confirmed",building
14523000350,2523 ARLINGTON AV,FALSE,"vacant building, confirmed",building
14525000183,1954 BELT AV,FALSE,"vacant building, confirmed",building
14526000270,1613 SEMPLE AV,FALSE,"vacant building, possible",building
14529000340,5501 WABADA AV,FALSE,"vacant building, confirmed",building
14531000110,1930 CLARA AV,FALSE,"vacant building, confirmed",building
14532000140,2618 CLARA AV,FALSE,"vacant building, confirmed",building
14532000160,2622 CLARA AV,FALSE,"vacant building, confirmed",building
14532000380,2525 BURD AV,FALSE,"vacant building, confirmed",building
14532000420,5549 WABADA AV,FALSE,"vacant building, confirmed",building
14534000770,5539 MAFFITT AV,FALSE,"vacant building, confirmed",building
14553060160,4604 NEWBERRY TER,TRUE,"vacant building, confirmed",building
14553060160,4604 NEWBERRY TER,TRUE,"vacant building, confirmed",building
14553060160,4604 NEWBERRY TER,TRUE,"vacant building, confirmed",building
14555000070,4356 PAGE BLVD,FALSE,"vacant building, confirmed",building
14585000250,3821-7 OLIVE ST,FALSE,"vacant building, confirmed",building
14609040060,1387 CHILDRESS AV,FALSE,"vacant building, confirmed",building
13815090150,1237 SHAWMUT PL,FALSE,"vacant building, confirmed",building
13817090260,1369 SHAWMUT PL,FALSE,"vacant building, confirmed",building
13817100030,1362 SHAWMUT PL,FALSE,"vacant building, confirmed",building
13821000060,1424 ROWAN AV,FALSE,"vacant building, confirmed",building
13829000200,5966 HORTON PL,FALSE,"vacant building, confirmed",building
13834050290,1341-5 HAMILTON AV,FALSE,"vacant building, confirmed",building
13851010070,1101 HODIAMONT AV,FALSE,"vacant building, confirmed",building
13852050010,6144 BARTMER AV,FALSE,"vacant building, confirmed",building
13858000080,939 MARYVILLE AV,FALSE,"vacant building, confirmed",building
13858000090,935-7 MARYVILLE AV,FALSE,"vacant building, confirmed",building
13865000080,5348 CABANNE AV,FALSE,"vacant building, confirmed",building
13987000110,4120 BINGHAM AV,FALSE,"vacant building, confirmed",building
14009040570,1337 HUGHES PL,FALSE,"vacant building, confirmed",building
14133000030,4158-60 FAIRVIEW AV,FALSE,"vacant building, confirmed",building
14164000100,4036 JUNIATA ST,FALSE,"vacant building, confirmed",building
14164000320,4045 CONNECTICUT ST,FALSE,"vacant building, confirmed",building
14175000240,3943 DUNNICA AV,FALSE,"vacant building, confirmed",building
14178030090,3719 KEOKUK ST,FALSE,"vacant building, confirmed",building
14239020200,1008 BITTNER ST,FALSE,"vacant building, confirmed",building
14287040170,1148 CANAAN AV,FALSE,"vacant building, confirmed",building
14343060260,4315 DARBY ST,FALSE,"vacant building, confirmed",building
14391110480,4863 ANDERSON AV,FALSE,"vacant building, confirmed",building
14408020060,4630 SAN FRANCISCO AV,FALSE,"vacant building, confirmed",building
14408020070,4628 SAN FRANCISCO AV,FALSE,"vacant building, confirmed",building
14409020290,4537-9 NATURAL BRIDGE AV,FALSE,"vacant building, confirmed",building
14456000400,3416 N KINGSHIGHWAY BLVD,FALSE,"vacant building, confirmed",building
14462050110,4600-2 ASHLAND AV,FALSE,"vacant building, confirmed",building
14470000110,4640 KENNERLY AV,FALSE,"vacant building, confirmed",building
14474000090,4649 COTE BRILLIANTE AV,FALSE,"vacant building, confirmed",building
14477020570,4769 CUPPLES PL,FALSE,"vacant building, confirmed",building
14489060080,4912 WARWICK AV,FALSE,"vacant building, confirmed",building
14497050010,3101 W NORWOOD DR,FALSE,"vacant building, confirmed",building
14513010380,5343 THEODOSIA AV,FALSE,"vacant building, confirmed",building
14534000380,5510 ST LOUIS AV,FALSE,"vacant building, confirmed",building
14543000350,5897-9 DELMAR BLVD,FALSE,"vacant building, confirmed",building
14546000380,5705 CLEMENS AV,FALSE,"vacant building, confirmed",building
14558000030,4362 COOK AV,FALSE,"vacant building, confirmed",building
14572000050,4362 ENRIGHT AV,FALSE,"vacant building, confirmed",building
13821000266,5847R RIDGE AV,FALSE,"vacant lot, possible",lot
13822060510,5889 MINERVA AV,FALSE,"vacant lot, possible",lot
13828000150,5848 BARTMER AV,FALSE,"vacant building, confirmed",building
13847000060,6109 PAGE BLVD,TRUE,"vacant lot, confirmed",lot
13875180810,5599 WATERMAN BLVD,FALSE,"vacant lot, possible",lot
13899000035,4480R MARYLAND AV,FALSE,"vacant lot, possible",lot
13901000235,4409R LACLEDE AV,FALSE,"vacant lot, possible",lot
13910060560,4219 MCPHERSON AV,FALSE,"vacant lot, possible",lot
13965000320,4105 CHOUTEAU AV,FALSE,"vacant lot, confirmed",lot
13976000181,4310 SWAN AV,FALSE,"vacant building, possible",building
13982000350,4333 HUNT AV,FALSE,"vacant lot, possible",lot
13992000320,1337-9 S VANDEVENTER AV,TRUE,"vacant lot, confirmed",lot
14020060120,1243 GRAHAM ST,FALSE,"vacant building, possible",building
14037000200,5319 SHAW AV,FALSE,"vacant lot, possible",lot
14038000280,5345 DAGGETT AV,FALSE,"vacant lot, possible",lot
14048010190,5514 BOTANICAL AV,FALSE,"vacant lot, possible",lot
14076000220,5219 DAGGETT AV,FALSE,"vacant lot, possible",lot
14086000040,5027 DAGGETT AV,FALSE,"vacant lot, possible",lot
14091000085,4926 SHAW AV,TRUE,"vacant building, confirmed",building
14132000410,4063 POTOMAC ST,FALSE,"vacant building, possible",building
14156000070,3956 WYOMING ST,FALSE,"vacant building, possible",building
14239020190,1010 BITTNER ST,FALSE,"vacant building, possible",building
14240000210,981 SWITZER AV,TRUE,"vacant building, confirmed",building
14295040210,8562 LOWELL ST,FALSE,"vacant building, possible",building
14338280060,4861 NORWICH PL,TRUE,"vacant building, confirmed",building
14388050160,4850 MARGARETTA AV,FALSE,"vacant building, possible",building
14391110160,4844 CALVIN AV,FALSE,"vacant building, confirmed",building
14391110250,4816 CALVIN AV,FALSE,"vacant building, confirmed",building
14413000800,4497 LEE AV,FALSE,"vacant building, possible",building
14414040420,4663 LEE AV,FALSE,"vacant building, possible",building
14415090270,4639 ANDERSON AV,FALSE,"vacant building, possible",building
14426040120,4284-6 LEE AV,FALSE,"vacant building, possible",building
14435000140,4200 KOSSUTH AV,FALSE,"vacant building, possible",building
14444000260,3534-8 N NEWSTEAD AV,FALSE,"vacant building, possible",building
14448050030,4556 NATURAL BRIDGE AV,TRUE,"vacant building, confirmed",building
14450150220,4667 PALM ST,FALSE,"vacant building, possible",building
14468140170,4233 W LABADIE AV,TRUE,"vacant building, confirmed",building
14469060120,4442 LABADIE AV,FALSE,"vacant lot, confirmed",lot
14469060160,2929-31 N NEWSTEAD AV,TRUE,"vacant lot, confirmed",lot
14469060180,4401-7 ST LOUIS AV,FALSE,"vacant lot, confirmed",lot
14491020190,4916 NORTHLAND PL,FALSE,"vacant building, possible",building
14500010080,5036 TERRY AV,FALSE,"vacant building, possible",building
14503060060,5244 NORTHLAND AV,FALSE,"vacant building, possible",building
14504000370,5065 WABADA AV,TRUE,"vacant lot, confirmed",lot
14517050110,2841 ABNER PL,FALSE,"vacant building, possible",building
14523000390,2513 ARLINGTON AV,FALSE,"vacant lot, possible",lot
14540000315,5901 CLEMENS AV,FALSE,"vacant lot, possible",lot
14544000500,5847 ENRIGHT AV,FALSE,"vacant lot, possible",lot
14544000500,5847 ENRIGHT AV,FALSE,"vacant lot, possible",lot
14553060610,4571 LEWIS PL,FALSE,"vacant building, possible",building
14554000085,4400-14 PAGE BLVD,FALSE,"vacant lot, possible",lot
14556000050,4616 DELMAR BLVD,TRUE,"vacant lot, confirmed",lot
14557000215,4513 OLIVE ST,FALSE,"vacant building, possible",building
14583000384,4291 OLIVE ST,FALSE,"vacant lot, possible",lot
14584000530,516-20 N SARAH ST,TRUE,"vacant lot, confirmed",lot
14824000620,2725 SEMPLE AV,FALSE,"vacant building, confirmed",building
14862000050,5428 PAGE BLVD,FALSE,"vacant building, confirmed",building
14885000160,6321 LALITE AV,FALSE,"vacant building, confirmed",building
14896000210,4211 CLAY AV,FALSE,"vacant building, confirmed",building
14897000210,4115 GREEN LEA PL,FALSE,"vacant building, confirmed",building
14897000300,4137 GREEN LEA PL,FALSE,"vacant building, confirmed",building
14913000240,5616 LOTUS AV,FALSE,"vacant building, confirmed",building
