HANDLE,p_address,c_address,p_lcra,p_lra,p_landBank,c_lra,p_typeSimple,c_typeDetail,c_typeSimple,compare_type,p_low
12072000100,2614 OHIO AVE,2614 OHIO AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12072000110,2610 OHIO AVE,2610 OHIO AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12072000120,2608 OHIO AVE,2608 OHIO AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12072000160,2609 TEXAS AVE,2609 TEXAS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12073000040,2646 GRAVOIS AVE,2646 GRAVOIS AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12074000060,2617 - 2619 OHIO AVE,2617-9 OHIO AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12074000070,2623 - 2625 OHIO AVE,2623-5 OHIO AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant building, confirmed",building,unmatched,TRUE
12075000060,2652 CALIFORNIA AVE,2652 CALIFORNIA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12075000320,2623 IOWA AVE,2623 IOWA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12075000450,2663 - 2665 IOWA AVE,2663-5 IOWA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12076000130,2624 OREGON AVE,2624 OREGON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12076000210,2607 CALIFORNIA AVE,2607 CALIFORNIA AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,TRUE
12076000280,2635 - 2639 CALIFORNIA AVE,2635-9 CALIFORNIA AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12076000420,2811 - 2813 MAGNOLIA AVE,2811-3 MAGNOLIA AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12076000470,2829 MAGNOLIA AVE,2829-31 MAGNOLIA AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,TRUE
12077000070,2650 NEBRASKA AVE,2650 NEBRASKA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000120,2640 NEBRASKA AVE,2640 NEBRASKA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000130,2636 NEBRASKA AVE,2636 NEBRASKA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000185,2618 NEBRASKA AVE,2618 NEBRASKA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000195,2620 NEBRASKA AVE,2620 NEBRASKA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000220,2846 SIDNEY ST,2846 SIDNEY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000300,2625 OREGON AVE,2625 OREGON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12077000310,2629 OREGON AVE,2629 OREGON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12077000380,2661 OREGON AVE,2661 OREGON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000390,2663 OREGON AVE,2663 OREGON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12077000430,2839 - 2841 MAGNOLIA AVE,2839-41 MAGNOLIA AV,FALSE,FALSE,FALSE,FALSE,unknown,"vacant building, confirmed",building,unmatched,TRUE
12078000390,2665 NEBRASKA AVE,2665 NEBRASKA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12080000270,2927 - 2929 SIDNEY ST,2927-9 SIDNEY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12081000160,2900 - 2902 SHENANDOAH AVE,2900-2 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12082000200,2811 VICTOR ST,2811 VICTOR ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12082000270,2831 VICTOR ST,2831 VICTOR ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12083000280,2825 SIDNEY ST,2825 SIDNEY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12088000190,2623 - 2625 VICTOR ST,2623-5 VICTOR ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12089000020,2656 SHENANDOAH AVE,2656 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12089000090,2640 SHENANDOAH AVE,2640 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, possible",lot,unmatched,TRUE
12089000110,2636 SHENANDOAH AVE,2636 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12089000130,2632 SHENANDOAH AVE,2632 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12096000560,3891 MCDONALD AVE,3891 MCDONALD AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12099000500,3717 - 3719 WYOMING ST,3717-9 WYOMING ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
12109000060,3842 BOTANICAL AVE,3842 BOTANICAL AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12113000360,3861 SHENANDOAH AVE,3861 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12114000300,3667 - 3669 SHENANDOAH AVE,3667-9 SHENANDOAH AV,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, possible",lot,unmatched,TRUE
12117000070,3838 FLORA PL,3838 FLORA PL,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
12122050030,3668 MCREE AVE,3668 MCREE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12123000020,3678 BLAINE AVE,3678 BLAINE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12123000380,3649 MCREE AVE,3649 MCREE AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12124000400,3673 BLAINE AVE,3673 BLAINE AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12126000075,3822 BLAINE AVE,3822 BLAINE AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
12126000210,3817 MCREE AVE,3817 MCREE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000010,3126 - 3128 HENRIETTA ST,3126-8 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000020,3124 HENRIETTA ST,3124 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000091,3005 LAFAYETTE AVE,3005 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000092,3007 LAFAYETTE AVE,3007 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000093,3009 LAFAYETTE AVE,3009 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000094,3011 LAFAYETTE AVE,3011 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000095,3013 LAFAYETTE AVE,3013 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000106,3017 LAFAYETTE AVE,3017 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000180,1628 S COMPTON AVE,1628 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12127000190,1626 S COMPTON AVE,1626 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12128000220,3019 HENRIETTA ST,3019 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12128000330,3111 HENRIETTA ST,3111 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12129000060,2920 HENRIETTA ST,2920 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12129000190,2925 LAFAYETTE AVE,2925 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12130000220,2925 HENRIETTA ST,2925 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12130000250,2933 HENRIETTA ST,2933 HENRIETTA ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12131000010,56 HENRIETTA PL,56 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12131000060,36 HENRIETTA PL,36 HENRIETTA PL,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12131000070,34 HENRIETTA PL,34 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12131000110,22 HENRIETTA PL,22 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12131000130,16 HENRIETTA PL,16 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12131000180,2801 - 2803 LAFAYETTE AVE,2801 LAFAYETTE AV,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12131000200,2815 LAFAYETTE AVE,2815 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12131000210,2817 LAFAYETTE AVE,2817 LAFAYETTE AV,TRUE,FALSE,TRUE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12131000320,2857 LAFAYETTE AVE,2857 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12132000270,19 - 2819 HENRIETTA PL,19 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12132000340,37 - 2837 HENRIETTA PL,2837 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12132000365,43 - 2843 HENRIETTA PL,43 HENRIETTA PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12133000180,2701 - 2705 LAFAYETTE AVE,2701-5 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12133000200,2719 LAFAYETTE AVE,2719 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12133000210,2723 LAFAYETTE AVE,2723 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12133000220,2725 LAFAYETTE AVE,2725 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12133000230,2727 LAFAYETTE AVE,2727 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12133000235,2729 LAFAYETTE AVE,2729 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12139000085,2330 WHITTEMORE PL,2330 WHITTEMORE PL,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12139000220,2343 LAFAYETTE AVE,2343-5 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
12141000290,1610 - 1612 S JEFFERSON AVE,1610-2 S JEFFERSON AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12145000100,2314 - 2316 PARK AVE,2314-6 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12147000190,2601 - 2603 ST VINCENT AVE,2601-3 ST VINCENT AV,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12147000230,2611 ST VINCENT AVE,2611 ST VINCENT AV,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12147000250,2617 ST VINCENT AVE,2617 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12148000005,2650 - 2658 ST VINCENT AVE,2650-8 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,unknown,"vacant building, confirmed",building,unmatched,TRUE
12148000215,2643 EADS AVE,2643 EADS AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12148000391,2602 ST VINCENT AVE,2602 ST VINCENT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12148000400,2648 R ST VINCENT AVE,2648R ST VINCENT AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12151000010,2912 PARK AVE,2912 PARK AV,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
12151000030,2906 PARK AVE,2906 PARK AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
12152000075,2830 ST VINCENT AVE,2830 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12152000085,2824 ST VINCENT AVE,2824 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12152000331,2837 EADS AVE,2837 EADS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12153000050,3006 PARK AVE,3006 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12153000080,2940 PARK AVE,2940 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12153000090,2938 PARK AVE,2938 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12153000100,2928 - 2934 PARK AVE,2928-34 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12153000105,2920 - 2922 PARK AVE,2920-2 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12153000250,1510 PENNSYLVANIA AVE,1510 PENNSYLVANIA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
12155000085,3118 ST VINCENT AVE,3118 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12155000100,3108 ST VINCENT AVE,3108 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12156000110,3104 - 3106 PARK AVE,3106 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12156000150,1511 PENNSYLVANIA AVE,1511 PENNSYLVANIA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12156000440,3135 - 3137 ST VINCENT AVE,3135-7 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12156000450,3139 - 3141 ST VINCENT AVE,3139-41 ST VINCENT AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050040,3220 CAROLINE ST,3220 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050070,1401 S COMPTON AVE,1401 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050080,1407 S COMPTON AVE,1407 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050090,1409 S COMPTON AVE,1409 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050100,1411 S COMPTON AVE,1411 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050110,1413 S COMPTON AVE,1413 S COMPTON AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157050191,3225 - 3227 VISTA AVE,3225 VISTA AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
12157060040,3212 VISTA AVE,3212 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12157060120,3211 PARK AVE,3211 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12158000010,3234 RUTGER ST,3234 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12158000020,3232 RUTGER ST,3232 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12158000030,3230 RUTGER ST,3230 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12158000040,3228 RUTGER ST,3228 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12158000170,3219 CAROLINE ST,3219 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12158000210,3227 CAROLINE ST,3227 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000010,3230 CHOUTEAU AVE,3230 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000020,3228 CHOUTEAU AVE,3228 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000030,3224 CHOUTEAU AVE,3224 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000040,3222 CHOUTEAU AVE,3222 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000050,3220 CHOUTEAU AVE,3220 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000060,3210 - 3218 CHOUTEAU AVE,3210-8 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000110,3213 - 3215 LASALLE ST,3213-5 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000120,3217 - 3219 LASALLE ST,3217-9 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000140,3225 LASALLE ST,3225 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000170,3231 LASALLE ST,3231 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12161000180,3233 LASALLE ST,3233 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12165000230,3331 - 3337 CAROLINE ST,3331-7 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000095,3328 - 3336 CAROLINE ST,3328-36 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000122,3322 CAROLINE ST,3322 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000180,3308 CAROLINE ST,3308 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000260,3313 - 3315 VISTA AVE,3313-5 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000270,3317 - 3319 VISTA AVE,3317-9 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000320,3337 VISTA AVE,3337 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000330,3401 VISTA AVE,3401 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000370,3411 VISTA AVE,3411 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000390,3417 VISTA AVE,3417 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000440,3431 - 3433 VISTA AVE,3431-3 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12166000650,3400 - 3408 CAROLINE ST,3400-8 CAROLINE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000010,3436 VISTA AVE,3436 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000030,3428 VISTA AVE,3428 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000060,3418 VISTA AVE,3418 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000070,3416 VISTA AVE,3416 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000080,3406 VISTA AVE,3406 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000110,3400 VISTA AVE,3400 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000130,3332 VISTA AVE,3332 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000160,3324 - 3326 VISTA AVE,3324-6 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000190,3318 VISTA AVE,3318 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000195,3314 - 3316 VISTA AVE,3314-6 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000205,3310 VISTA AVE,3310 VISTA AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000260,3313 - 3315 PARK AVE,3313-5 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000270,3317 - 3319 PARK AVE,3317-9 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000280,3321 PARK AVE,3321 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000290,3323 PARK AVE,3323 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000300,3325 PARK AVE,3325 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000310,3327 PARK AVE,3327 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000330,3331 PARK AVE,3331 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000400,3421 PARK AVE,3421 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000420,3427 PARK AVE,3427 PARK AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
12167000430,3429 PARK AVE,3429 PARK AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12167000450,3439 - 3441 PARK AVE,3439-41 PARK AV,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,TRUE
12168000020,3432 RUTGER ST,3432 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12168000030,3430 RUTGER ST,3430 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12168000040,3424 - 3426 RUTGER ST,3424-6 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12168000050,3422 RUTGER ST,3422 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12168000060,3420 RUTGER ST,3420 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12168000065,3418 RUTGER ST,3418 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12168000070,3408 - 3416 RUTGER ST,3408-16 RUTGER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12170000010,3434 LASALLE ST,3434 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12170000040,3414 - 3418 LASALLE ST,3414-8 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12170000050,3412 LASALLE ST,3412 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12170000070,3408 LASALLE ST,3408 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12170000080,3406 LASALLE ST,3406 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12170000090,3400 - 3402 LASALLE ST,3400-2 LASALLE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
12171000020,3400 CHOUTEAU AVE,3400 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
