HANDLE,p_address,c_address,p_lcra,p_lra,p_landBank,c_lra,p_typeSimple,c_typeDetail,c_typeSimple,compare_type,p_low
10019000015,1100 - 1118 N LEONOR K SULLIVAN BLVD,1101-17 N LEONOR K SULLIVAN BLVD,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10020000030,10 ASHLEY ST,10 ASHLEY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10020000040,1205 - 1215 LEWIS ST,1205-15 LEWIS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10023000025,1030 N 2ND ST,1030 N 2ND ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10041000040,716 - 718 S 2ND ST,716-8 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10041000070,704 S 2ND ST,704 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10041000080,700 S 2ND ST,700 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10041000170,714 S 2ND ST,714 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10044040050,900 - 904 S 2ND ST,900-4 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10050000105,215 - 829 LOMBARD ST,215-9 LOMBARD ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10051000035,757 S 2ND ST,757 S 2ND ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
10052000010,217 - 231 CEDAR ST,217-31 CEDAR ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, possible",building,matched,TRUE
10052000050,210 PLUM ST,210 PLUM ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10052000080,701 - 703 S 2ND ST,701-3 S 2ND ST,FALSE,TRUE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10052000100,707 S 2ND ST,707 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10052000100,707 S 2ND ST,707 S 2ND ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10075000015,818 - 822 S 4TH ST,818-22 S 4TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant building, possible",building,unmatched,TRUE
10117000015,305 - 520 N BROADWAY,305-23 N BROADWAY,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10118000015,400 - 531 N 6TH ST,501-31 LOCUST ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10118000015,400 - 531 N 6TH ST,501-31 LOCUST ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10118000016,400 F - 428 F N 6TH ST,400-28F N 6TH ST,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000010,628 - 710 CONVENTION PLAZA,628-30 CONVENTION PLAZA,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000020,608 - 624 CONVENTION PLAZA,608-24 CONVENTION PLAZA,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000030,715 R N 6TH ST,715R N 6TH ST,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000040,719 N 6TH ST,719 N 6TH ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000050,717 N 6TH ST,717 N 6TH ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000060,715 N 6TH ST,715 N 6TH ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000070,713 N 6TH ST,713 N 6TH ST,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000080,711 N 6TH ST,711 N 6TH ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000090,709 N 6TH ST,709 N 6TH ST,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000100,701 - 707 N 6TH ST,701-7 N 6TH ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000110,609 LUCAS AVE,609 LUCAS AV,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000120,611 LUCAS AVE,611 LUCAS AV,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000130,615 LUCAS AVE,615 LUCAS AV,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10124000140,617 LUCAS AVE,617 LUCAS AV,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10124000150,700 N 7TH ST,700 N 7TH ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10141000013,1009 N BROADWAY,1009 N BROADWAY,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10147000072,606 S 7TH ST,606 S 7TH ST,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10150060030,614 CHOUTEAU AVE,614 CHOUTEAU AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10151000020,1130 S 7TH ST,1130 S 7TH ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10174000010,916 - 918 CONVENTION PLAZA,916-8 CONVENTION PLAZA,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10174000090,925 LUCAS AVE,925 LUCAS AV,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10177000030,1008 - 1010 CONVENTION PLAZA,1008-10 CONVENTION PLAZA,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10177000050,1001 - 1003 LUCAS AVE,1001-3 LUCAS AV,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10190000210,801 - 819 MARKET ST,801-19 MARKET ST,TRUE,FALSE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10223000010,1500 - 1598 LEWIS ST,1500-98 LEWIS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10228000030,1255 - 1265 LEWIS ST,1255-65 LEWIS ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant building, confirmed",building,unmatched,TRUE
10229000010,1300 - 1322 N 1ST ST,1300-20 N 1ST ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10250130011,1800 - 1828 N BROADWAY,1800-28 N BROADWAY,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10257000065,1111 - 1121 N 9TH ST,1111-21 N 9TH ST,TRUE,FALSE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10257000075,1127 N 9TH ST,1127 N 9TH ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10257000080,1101 - 1109 N 9TH ST,1101-9 N 9TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10272000050,913 LOCUST ST,913 LOCUST ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10272000060,917 LOCUST ST,917 LOCUST ST,FALSE,FALSE,FALSE,TRUE,building,"vacant building, confirmed",building,matched,FALSE
10272000070,919 - 921 LOCUST ST,919-21 LOCUST ST,FALSE,FALSE,FALSE,TRUE,building,"vacant building, confirmed",building,matched,FALSE
10272000080,400 - 923 N 10TH ST,400-12 N 10TH ST,FALSE,FALSE,FALSE,FALSE,building,"vacant lot, confirmed",lot,unmatched,FALSE
10308030040,121 DOCK ST,121 DOCK ST,FALSE,TRUE,TRUE,TRUE,building,"vacant lot, confirmed",lot,unmatched,TRUE
10314000030,2612 - 2614 N BROADWAY,2612-4 N BROADWAY,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
10326000105,827 - 2106 MADISON ST,2100-6 N 9TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10333000010,814 WRIGHT ST,814 WRIGHT ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, possible",lot,unmatched,TRUE
10333000020,812 WRIGHT ST,812 WRIGHT ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10333000050,2819 N BROADWAY,2819 N BROADWAY,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10334000050,2901 N BROADWAY,2901 N BROADWAY,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,FALSE
10336000030,901 - 2909 WRIGHT ST,2909 N 9TH ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10338000010,920 ST LOUIS AVE,920 ST LOUIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000020,918 ST LOUIS AVE,918 ST LOUIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000140,911 1/2 MONTGOMERY ST,911 1/2 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000150,913 MONTGOMERY ST,913 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000160,915 MONTGOMERY ST,915 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000170,917 MONTGOMERY ST,917 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000180,919 MONTGOMERY ST,919 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000190,925 MONTGOMERY ST,925 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000200,2708 - 2710 N 10TH ST,2708-10 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000220,2714 N 10TH ST,2714 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000240,2718 N 10TH ST,2718 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000250,2720 N 10TH ST,2720 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10338000260,2722 N 10TH ST,2722 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10339000010,914 MONTGOMERY ST,914 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000020,908 - 910 MONTGOMERY ST,908-10 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000030,906 MONTGOMERY ST,906 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10339000070,2607 1/2 N 9TH ST,2607 1/2 N 9TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000080,2607 N 9TH ST,2607 N 9TH ST,FALSE,TRUE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10339000090,2605 N 9TH ST,2605 N 9TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000100,2603 N 9TH ST,2603 N 9TH ST,FALSE,TRUE,TRUE,TRUE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10339000110,2601 N 9TH ST,2601 N 9TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000125,911 - 913 WARREN ST,911-3 WARREN ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000140,927 - 2606 WARREN ST,2600-6 N 10TH ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000140,927 - 2606 WARREN ST,2600-6 N 10TH ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000150,2610 N 10TH ST,2610 N 10TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10339000160,2612 - 2614 N 10TH ST,2612-4 N 10TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10340000100,2500 N 10TH ST,2500 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000110,2502 N 10TH ST,2502 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000120,2504 N 10TH ST,2504 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000130,2506 - 2508 N 10TH ST,2506-8 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000140,2510 N 10TH ST,2510 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000150,2512 N 10TH ST,2512 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000160,2514 N 10TH ST,2514 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000170,2516 N 10TH ST,2516 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000180,2518 N 10TH ST,2518 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000190,2520 N 10TH ST,2520 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10340000200,2524 N 10TH ST,2524 N 10TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10344000070,913 - 915 MADISON ST,913-5 MADISON ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000040,920 MADISON ST,920 MADISON ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000050,918 MADISON ST,918 MADISON ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10345000060,916 MADISON ST,916 MADISON ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10345000070,914 MADISON ST,914 MADISON ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10345000080,910 MADISON ST,910 MADISON ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000120,2017 N 9TH ST,2017 N 9TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000130,2011 - 2013 N 9TH ST,2011-3 N 9TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000170,917 CHAMBERS ST,917 CHAMBERS ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000180,919 CHAMBERS ST,919 CHAMBERS ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10345000190,921 CHAMBERS ST,921 CHAMBERS ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10346000020,922 CHAMBERS ST,922 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10346000030,920 CHAMBERS ST,920 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10346000040,918 CHAMBERS ST,918 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10346000120,900 CHAMBERS ST,900 CHAMBERS ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10346000190,909 TYLER ST,909 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10346000200,911 TYLER ST,911 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10346000210,913 TYLER ST,913 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10346000220,915 TYLER ST,915 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10346000230,917 TYLER ST,917 TYLER ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10347000030,926 - 928 TYLER ST,926-8 TYLER ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10347000040,924 TYLER ST,924 TYLER ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10347000050,922 TYLER ST,922 TYLER ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10347000060,918 - 920 TYLER ST,918-20 TYLER ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10347000100,904 - 906 TYLER ST,904-6 TYLER ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10347000110,900 - 1925 TYLER ST,1925 N 9TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000010,1126 ST LOUIS AVE,1126 ST LOUIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10359000020,1122 - 1124 ST LOUIS AVE,1122-4 ST LOUIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10359000040,1114 ST LOUIS AVE,1114 ST LOUIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10359000050,1112 ST LOUIS AVE,1112 ST LOUIS AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000060,1110 ST LOUIS AVE,1110 ST LOUIS AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10359000080,1104 ST LOUIS AVE,1104 ST LOUIS AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000085,1102 ST LOUIS AVE,1102 ST LOUIS AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000086,1100 ST LOUIS AVE,1100 ST LOUIS AV,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000090,2715 N 11TH ST,2715 N 11TH ST,FALSE,FALSE,FALSE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000100,1101 MONTGOMERY ST,1101 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10359000110,1103 - 1105 MONTGOMERY ST,1103-5 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10359000120,1107 MONTGOMERY ST,1107 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10359000170,1119 MONTGOMERY ST,1119 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10360000011,1122 - 2604 MONTGOMERY ST,2602-4 HADLEY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10360000040,1118 MONTGOMERY ST,1118 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10360000050,1116 MONTGOMERY ST,1116 MONTGOMERY ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10360000060,1114 MONTGOMERY ST,1114 MONTGOMERY ST,FALSE,FALSE,FALSE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
10360000065,1112 MONTGOMERY ST,1112 MONTGOMERY ST,FALSE,FALSE,FALSE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
10360000070,1108 - 1110 MONTGOMERY ST,1108-10 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10360000090,1104 - 1106 MONTGOMERY ST,1104 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10360000100,1102 MONTGOMERY ST,1102 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10360000110,1100 MONTGOMERY ST,1100 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10360000110,1100 MONTGOMERY ST,1100 MONTGOMERY ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10360000120,2615 - 2617 N 11TH ST,2615-7 N 11TH ST,FALSE,TRUE,TRUE,TRUE,lot,"vacant lot, confirmed",lot,matched,TRUE
10361000090,2307 N 11TH ST,2307 N 11TH ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10361000095,2301 N 11TH ST,2301 N 11TH ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant lot, confirmed",lot,unmatched,TRUE
10361000100,1109 - 1111 MONROE ST,1109-11 MONROE ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10364000010,1126 CHAMBERS ST,1126 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000020,1124 CHAMBERS ST,1124 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000030,1122 CHAMBERS ST,1122 CHAMBERS ST,FALSE,TRUE,TRUE,TRUE,building,"vacant building, confirmed",building,matched,TRUE
10364000055,1116 CHAMBERS ST,1116 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10364000065,1114 CHAMBERS ST,1114 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,unknown,"vacant building, confirmed",building,unmatched,TRUE
10364000070,1112 CHAMBERS ST,1112 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000080,1110 CHAMBERS ST,1110 CHAMBERS ST,FALSE,TRUE,TRUE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000090,1102 - 1104 CHAMBERS ST,1102-4 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000100,1100 CHAMBERS ST,1100 CHAMBERS ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000110,1943 N 11TH ST,1943 N 11TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000120,1101 - 1105 TYLER ST,1101-5 TYLER ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10364000130,1107 TYLER ST,1107 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10364000140,1109 TYLER ST,1109 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10364000160,1115 TYLER ST,1115 TYLER ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10364000170,1119 TYLER ST,1119 TYLER ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10364000180,1121 TYLER ST,1121 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000190,1123 TYLER ST,1123 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10364000200,1125 - 1127 TYLER ST,1125 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10365000035,1122 TYLER ST,1122 TYLER ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,TRUE
10365000040,1118 - 1120 TYLER ST,1118-20 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10365000050,1114 - 1116 TYLER ST,1114-6 TYLER ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, confirmed",lot,matched,TRUE
10372000100,1812 S 8TH ST,1812 S 8TH ST,FALSE,FALSE,FALSE,FALSE,building,"vacant building, confirmed",building,matched,FALSE
10372000120,1808 R S 8TH ST,1808R S 8TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10372000190,1809 - 1811 R S 7TH ST,1809-11 S 7TH ST,FALSE,FALSE,FALSE,FALSE,building,"vacant lot, confirmed",lot,unmatched,TRUE
10372000200,1813 - 1815 S 7TH ST,1813-5 S 7TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10373000020,1716 S 8TH ST,1716 S 8TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10373000070,714 - 716 LAFAYETTE AVE,714-6 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10373000190,723 SOULARD ST,723 SOULARD ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10382000060,812 LAFAYETTE AVE,812 LAFAYETTE AV,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10382000160,1727 S 8TH ST,1727 S 8TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
10382000170,1729 - 1799 S 8TH ST,1729-99 S 8TH ST,FALSE,FALSE,FALSE,FALSE,lot,"vacant lot, possible",lot,matched,TRUE
